,word,count,artist,weight
826,record,2,Rich Brian,0.0003798670465337132
1064,album,2,Rich Brian,0.0003798670465337132
881,job,2,Rich Brian,0.0003798670465337132
1050,blowin,2,Rich Brian,0.0003798670465337132
1734,ham,2,Rich Brian,0.0003798670465337132
878,fire,2,Rich Brian,0.0003798670465337132
1055,mother,2,Rich Brian,0.0003798670465337132
1057,four,2,Rich Brian,0.0003798670465337132
1725,eatin,2,Rich Brian,0.0003798670465337132
862,energy,2,Rich Brian,0.0003798670465337132
1735,ballin,2,Rich Brian,0.0003798670465337132
848,causin,2,Rich Brian,0.0003798670465337132
858,phone,2,Rich Brian,0.0003798670465337132
1717,mani,2,Rich Brian,0.0003798670465337132
855,destroy,2,Rich Brian,0.0003798670465337132
1073,fore,2,Rich Brian,0.0003798670465337132
1711,forrest,2,Rich Brian,0.0003798670465337132
1083,bein,2,Rich Brian,0.0003798670465337132
1738,everyday,2,Rich Brian,0.0003798670465337132
1131,hits,2,Rich Brian,0.0003798670465337132
1133,kind,2,Rich Brian,0.0003798670465337132
1275,winter,2,Rich Brian,0.0003798670465337132
767,drive,2,Rich Brian,0.0003798670465337132
1634,year,2,Rich Brian,0.0003798670465337132
1617,sweet,2,Rich Brian,0.0003798670465337132
769,touch,2,Rich Brian,0.0003798670465337132
1917,number,2,Rich Brian,0.0003798670465337132
1217,comin,2,Rich Brian,0.0003798670465337132
1218,straight,2,Rich Brian,0.0003798670465337132
1234,autumn,2,Rich Brian,0.0003798670465337132
1004,bread,2,Rich Brian,0.0003798670465337132
1184,p,2,Rich Brian,0.0003798670465337132
1834,sitting,2,Rich Brian,0.0003798670465337132
996,ridin,2,Rich Brian,0.0003798670465337132
1566,okay,2,Rich Brian,0.0003798670465337132
1920,tour,2,Rich Brian,0.0003798670465337132
1921,bus,2,Rich Brian,0.0003798670465337132
880,pressure,2,Rich Brian,0.0003798670465337132
1272,worldyou,2,Rich Brian,0.0003798670465337132
1635,commit,2,Rich Brian,0.0003798670465337132
782,swear,2,Rich Brian,0.0003798670465337132
1876,aye,2,Rich Brian,0.0003798670465337132
1155,everyone,2,Rich Brian,0.0003798670465337132
1135,youngest,2,Rich Brian,0.0003798670465337132
1758,zac,2,Rich Brian,0.0003798670465337132
816,lights,2,Rich Brian,0.0003798670465337132
1152,mic,2,Rich Brian,0.0003798670465337132
1153,grammys,2,Rich Brian,0.0003798670465337132
810,come,2,Rich Brian,0.0003798670465337132
807,nights,2,Rich Brian,0.0003798670465337132
1889,extra,2,Rich Brian,0.0003798670465337132
1157,brother,2,Rich Brian,0.0003798670465337132
1181,credits,2,Rich Brian,0.0003798670465337132
1765,sippin,2,Rich Brian,0.0003798670465337132
1894,girls,2,Rich Brian,0.0003798670465337132
1161,anymore,2,Rich Brian,0.0003798670465337132
1165,track,2,Rich Brian,0.0003798670465337132
928,playin,2,Rich Brian,0.0003798670465337132
1897,coati,2,Rich Brian,0.0003798670465337132
788,means,2,Rich Brian,0.0003798670465337132
1271,fast,2,Rich Brian,0.0003798670465337132
720,left,2,Rich Brian,0.0003798670465337132
411,writing,2,Rich Brian,0.0003798670465337132
278,gas,2,Rich Brian,0.0003798670465337132
160,moved,2,Rich Brian,0.0003798670465337132
164,duh,2,Rich Brian,0.0003798670465337132
542,stuckand,2,Rich Brian,0.0003798670465337132
541,anow,2,Rich Brian,0.0003798670465337132
537,upyou,2,Rich Brian,0.0003798670465337132
535,pictures,2,Rich Brian,0.0003798670465337132
250,wuss,2,Rich Brian,0.0003798670465337132
167,members,2,Rich Brian,0.0003798670465337132
169,hey,2,Rich Brian,0.0003798670465337132
170,shouts,2,Rich Brian,0.0003798670465337132
172,chigga,2,Rich Brian,0.0003798670465337132
173,haha,2,Rich Brian,0.0003798670465337132
174,gang,2,Rich Brian,0.0003798670465337132
180,yuhi,2,Rich Brian,0.0003798670465337132
184,hole,2,Rich Brian,0.0003798670465337132
299,box,2,Rich Brian,0.0003798670465337132
372,findin,2,Rich Brian,0.0003798670465337132
410,doctor,2,Rich Brian,0.0003798670465337132
159,indonesia,2,Rich Brian,0.0003798670465337132
157,reducedi,2,Rich Brian,0.0003798670465337132
552,bet,2,Rich Brian,0.0003798670465337132
463,bedroom,2,Rich Brian,0.0003798670465337132
2104,later,2,Rich Brian,0.0003798670465337132
2065,bygettin,2,Rich Brian,0.0003798670465337132
2103,atwho,2,Rich Brian,0.0003798670465337132
136,forbes,2,Rich Brian,0.0003798670465337132
2064,goat,2,Rich Brian,0.0003798670465337132
2102,flex,2,Rich Brian,0.0003798670465337132
2063,byi,2,Rich Brian,0.0003798670465337132
239,whale,2,Rich Brian,0.0003798670465337132
557,true,2,Rich Brian,0.0003798670465337132
553,sleepin,2,Rich Brian,0.0003798670465337132
137,article,2,Rich Brian,0.0003798670465337132
144,schoolin,2,Rich Brian,0.0003798670465337132
556,already,2,Rich Brian,0.0003798670465337132
2100,wore,2,Rich Brian,0.0003798670465337132
555,dreamin,2,Rich Brian,0.0003798670465337132
