,artist,lyrics
80,CHUNG HA,missing
81,CHUNG HA,missing
82,CHUNG HA,missing
83,CHUNG HA,"[Instrumental]OohOoh-oohOoh, ooh, oohYeah, yeah...Ooh, ooh, oohOoh, ooh...(Now close your eyes)[Instrumental]"
84,CHUNG HA,"[청하 ""Cherry Kisses"" 가사][Intro]Mm-mwah, cherry kisses...[Verse 1]아이 같은 마음 조급해져 when I'm without you너의 맘이 번져 내 안에너의 맘이 번져 내 안에언제라도 내게 날아와줘 내가 부를 때너의 맘이 번져 내 안에No I don't need nobody else[Pre-Chorus]아직 어둔 밤에 with you아침처럼 빛나 우리 둘아주 깊이 내게 my booRight now now now now now[Chorus]'Cause I'm in love, so in love어느샌가 내 앞에달콤한 문이 열리네I'm in love with you bae너를 세어 every dayAnd I can't wait till I taste all of yourCherry kisses, kissesCherry kisses(Cherry kisses, kisses)Cherry kisses[Verse 2]표현하지 못한 말들 when you're not around meMy lips get lonelyThey get oh so lonely, yeah yeah내 모든 것이 너를 향해 I'm addicted (that's right)You're my one and onlyYou're my one and only (one and only)"
85,CHUNG HA,"[청하 ""Drive"" 가사][Verse 1]가까워진 우리 끝이조금씩 느껴져스쳐 가는 초침 소리커져 가 조금 두려워[Pre-Chorus 1]달콤한 꿈속에 빠져깨고 싶지 않았어 (I never know)반짝이는 네 눈 속에 날이제 다시 볼 수 없을 것 같아[Chorus 1]You drive me out of my mind이게 너와 나의 마지막애꿎은 경적 소리만Why don't you stop me now?내가 기다리는 너의 말이젠 나 네게 더 이상[Post-Chorus]Oh, one last time with youKiss me one more time, will you?[Verse 2]몰랐었던 게 아닌데아파 자꾸만 나아무렇지 않은 척 웃어 보이려 하지만우린 여기까지일까[Pre-Chorus 2]두 눈에 오늘의 너를담아두려 애써 (I need you, oh)날 감싸던 너의 체온도이제 느낄 수 없을 것만 같아[Chorus 1]You drive me out of my mind이게 너와 나의 마지막애꿎은 경적 소리만Why don't you stop me now?내가 기다리는 너의 말이젠 나 네게 더 이상"
86,CHUNG HA,"[청하 ""From Now On"" 가사][Verse 1]아프도록 꽉 안아줘요너무 자연스럽겐 말구요조금은 서툰 척 해줘요순수한 듯 숨어있는Let me see your fantasy[Verse 2]그대와 함께일 땐 내 미소가 빛나요하루 종일 어두웠던 내 마음이 밝아져요지금 내가 느끼는 이 감정은도저히 말로 다 표현할 수 없어요[Chorus]So now on, I wanna show youFrom now on, how much I love you그대를 매일 웃게 할게요 (I'm gonna make you smile)So now on, I wanna love youFrom now on, I wanna tell you마음껏 나를 사랑해줘요, oh oh (want you to make me smile)[Verse 3]닿을 듯 말듯, 조금씩 가까워져요그대 손이 수줍게 다가오면조금씩 붉어져요 내 볼이, 내 마음이I'm sure that you're my destiny[Chorus]So now on, I wanna show youFrom now on, how much I love you그대를 매일 웃게 할게요 (I'm gonna make you smile)So now on, I wanna love youFrom now on, I wanna tell you마음껏 나를 사랑해줘요 (want you to make me smile)[Bridge]나를 바라봐 주는 그대 눈빛 느껴요내가 바라는 만큼 날 사랑하고 있나요그대가 느끼는 그만큼을말해줘요, 날 사랑해주세요I'm gonna make you smile, oh ohYeah I do love youOh ooh ooh ooh, ooh, ooh!"
87,CHUNG HA,[Hangul]밤새 울다 지쳐 잠이 들어멀어지는 너를 보면서리낀 창문에 니 이름 써보고픈 너의 그 얼굴까지아직 엉켜있나봐미련은 덤인가봐끝내 잊혀지지 않나봐어떤가요 그댄나처럼 웃지 못하고나처럼 혼자 멍하니하루를 보내나요되돌려줄 수 있나요처음 그때 그날들로그때 우리 행복한 날로우린 함께였지만서로 다른 생각에많은 상처만 남겼나봐어떤가요 그댄나처럼 웃지 못하고나처럼 혼자 멍하니하루를 보내나요되돌려줄 수 있나요처음 그때 그날들로그때 우리 행복한바보처럼 그저 바라보다가돌아서버리는 나를 알까요나는 생각나요가로등 아래 고백을그 짧았던 입맞춤도여전히 선명해
88,CHUNG HA,ImagineTemperature upJust forEmotionsOffset
89,CHUNG HA,HangulHmm Do what u doing doing yeah~Let my body work Let my body work all nightImma make it worth All your time all your time Ay!I know you 뻔한듯한 너의 그 move애타게 기다렸던 Let me show ya오늘 밤 모두 Do it just like that Just like that눈을 떼지마I’ll show you what you like원해왔던 시간 지금 이 순간소리 질러봐 oh! 마지막 순간Don’t keep me waitingDo what u doing (doing) Keep it upMove like u moving (moving) Never stop오늘 밤 열기oh! 나를 덮네!So do what u doingDo do do itDo what u doing (doing) Keep it upMove like u moving (moving) Never stop오늘 밤 열기oh! 나를 덮네!So do what u doing (Ay!)Hmm Do what u doing doingI'll be ah waiting for ya So get it right now뭘 그리 망설여 너 I give you one shot걱정 마 오늘 baby We can have a real good time Ay!눈을 떼지마 I’ll show you what you like원해왔던 시간 지금 이 순간소리 질러봐 oh! 마지막 순간Don’t keep me waitingDo what u doing (doing) Keep it upMove like u moving (moving) Never stop오늘 밤 열기oh! 나를 덮네!So do what u doing
90,CHUNG HA,"HangulDoo Doo Doop~ Doo Doo Doop~You 어떤 여자 니가 말을 걸어도I don’t really mind (ah~)눈웃음 찡긋 끼 부리는 너 어쩜 그렇게 (ha~)심각해 몰래몰래 숨겨둔 다른 여자들곧 모두 알게 될 거야 위험한 니 버릇을!He's got show 익숙해 보여So danger 니 손짓Make me sad 셔츠 위에서나는 그 향기 아 너무도 낯선데?So for now I’ll enjoy the rideTake a swing with me긴장해 오늘 너 (oh yeah)조심해 watch your back!I got a bad boy, bad boy, bad boy말도 안돼 (so bad)나랑은 상관없어 맘도 1도 없어!I got a bad boy, bad boy, bad boy말도 안돼 (oh he's so so bad)I just can let him go이제 자유로운 기분 oh!Get away boy 내 곁에서이젠 널 붙잡을 필요 없어I don’t need you nowOh 그런 슬픈 표정 지으면 속을 줄 알았니 (ha~)심각해 쫑알쫑알 너무 그럴듯한 변명들이제는 정말 지겨워넌 머리부터 발끝까지 stupid at allHe's got show 익숙해 보여So danger 니 손짓Make me sad 셔츠 위에서나는 그 향기 아 너무도 낯선데?"
91,CHUNG HA,Hangul봄 낮 같았던 우리의 조각들 위로새하얀 겨울의 첫눈이 내리면나도 모르게 그날의 너의 온도를찾고 있어 꺼내보고 있어혹시 나와 같을까나만 이러는 걸까조금이라도 내 맘 같아 준다면이 계절도 따뜻할 텐데차가운 바람이 내 맘에 스치면그대와 그렸던 꿈이 떠올라요찾아온 겨울도 그대의 기억으로따스히 보낼 것 같아요오늘 아침엔 바람이 꽤 시려웠죠아픈 덴 없나요 괜한 걱정이죠말하지 않아도 따뜻한 손을 내밀던그댄데 난 놓쳐버렸죠항상 곁에 있어줘서어떤 사랑 받은지 모르고어린 사랑이 자꾸 투정 부리면그대는 더 어른이 되어갔죠차가운 바람이 내 맘에 스치면그대와 그렸던 꿈이 떠올라요찾아온 겨울도 그대의 기억으로따스히 보낼 것 같아요차가운 내 맘은 이제는 뛰지 않겠지만여전히 내 맘엔 그대가 머무를 테니또 따스히 보내겠죠Romanization
92,CHUNG HA,"Stand and hold on tight there babeStep to the rhythm and just feel my vibe hmmSo put your hands on meShu wi du daa wah de dumStomp stomp stomp stomp stomp stompWoo, babe let's go!"
93,CHUNG HA,HangulOh 살짝 풍기는 향기에도너는 나에게 끌리겠지립스틱 Oh 빛이 나는 입술너의 시선은 나를 향해 oh너에겐 과분하지만 조금만 놀아줄게I’ll make you mine 너 오늘 밤내게서 벗어날 수 없게멀리서 반짝반짝 날 보는 눈단 한 번에 들켜버렸어 woo너무 반짝이는 내 모습에Make them all wanna smile오늘 이 밤 주인공은 나야 like star오늘 이 밤 나만 봐줄래모두가 날 바라보는 마법을이 환상이 영원히 oh oh oh ohMake a wishMake a wishO-o-o-o이게 꿈속 이면 깨우지 말아줘What a blissWhat a blissO-o-o-o눈을 깜빡하면 나 깰 것만 같아Make a wishMake a wish모든 게 꿈이 아니었다고 말해줘Oh for now I wish upon a starOh 달콤한 나의 목소리는널 녹이기에 충분하지Oh 내 맘에 들어온 sweety boy너도 예외는 없어 NoOh sweety boy
94,CHUNG HA,Hangul[Verse 1]모든 게 다 얼어버렸죠찬바람이 지나간 곳난 숨이 차 높은 언덕길과들숨만 있었던 날들[Pre-Chorus 1]그대를 알지 못했더라면그대를 스쳐지났더라면[Chorus 1]In your hand 그 손을 잡지 않았더라면삶은 치이고 다툼짙은 어둠 속에 사는우주먼지일 거야 우주먼지였을 거야내 곁에 그대가 없었더라면당신 품을 벗어나 세상 밖은 한 걸음도걷지 못하고 방황믿지 못했던 사랑난 길을 잃었을 거야 눈 감고 찾았던 길도당신이 아녔더라면 나는[Pre-Chorus 2]지우고 싶었던 모든 순간상처만 남았던 내 삶 속에[Chorus 1]In your hand 그 손을 잡지 않았더라면삶은 치이고 다툼짙은 어둠 속에 사는우주먼지일 거야 우주먼지였을 거야내 곁에 그대가 없었더라면당신 품을 벗어나 세상 밖은 한 걸음도걷지 못하고 방황믿지 못했던 사랑난 길을 잃었을 거야 눈 감고 찾았던 길도당신이 아녔더라면
95,CHUNG HA,English Translation (rough)I don't know where I amIf you can catch what’s going on every dayHow long will I stay here alone?I will spend another day and fall asleepI stand in front of a mirror all dayWith the same expression every dayIn the same voice every dayI sang all dayLa Lala La LarlaEven if you open your eyesRoom still lightedCould it be done far awayEveryone leavesIn the empty space aloneWithout knowing anythingI do this againI do not know where I amIf you can catch what’s going on every dayHow long will I stay here alone?I will spend another day and fall asleepThe faces I want to seeIs it like me?If you stayIs it greedyStill myToward somethingIf you runIf I really wanted toAmong the many low starsIf only one can bearIs it also greedyAs if there were glittering
96,CHUNG HA,English Translation (rough)I don't know where I amIf you can catch what’s going on every dayHow long will I stay here alone?I will spend another day and fall asleepI stand in front of a mirror all dayWith the same expression every dayIn the same voice every dayI sang all dayLa Lala La LarlaEven if you open your eyesRoom still lightedCould it be done far awayEveryone leavesIn the empty space aloneWithout knowing anythingI do this againI do not know where I amIf you can catch what’s going on every dayHow long will I stay here alone?I will spend another day and fall asleepThe faces I want to seeIs it like me?If you stayIs it greedyStill myToward somethingIf you runIf I really wanted toAmong the many low starsIf only one can bearIs it also greedyAs if there were glittering
97,CHUNG HA,"La, LaLaLa, LaLaLa~Oh, Oh, Oh, OhLa, LaLaLa, LaLaLa~어두웠던 내 안에 니가 내려 온거야마치 한줄기 달빛처럼하루 하루가 행복해 매일 매일을 기대 하게돼널 알게 된 요즘(두근두근)Oh!! 설레는만큼 다가가고픈 커져가는 내 사랑깨기싫은 꿈 향기가득 꽃바람을 타고 온그대는 나만의 봄두근두근 La, LaLaLa, LaLaLa~Oh, Oh, Oh, Oh, La, LaLaLa, LaLaLa~정해진 운명인걸까? (우연은 아니야)예정된 인연인걸까?답은 어디에도 없지만 한가지 확실한건널 보는 내 맘이 이렇게(두근두근)Oh!! 설레는만큼 다가가고픈 커져가는 내 사랑깨기싫은 꿈 향기가득 꽃바람을 타고 온그대는 나만의 봄두근두근 La, LaLaLa, LaLaLa~Oh, Oh, Oh, Oh, La, LaLaLa, LaLaLa~많은 사람들 속에 우리가 만나함께 나눈 순간 순간 꿈 같은 시간너를 안을 때 세상 모든 행복을 다 가진 것 같아너를 사랑해 Yeah~ Yeah~ Yeah~ (Woo~wah!)(두근두근)"
98,Keith Ape,missing
99,Dumbfoundead,missing
100,Dumbfoundead,missing
101,Dumbfoundead,missing
102,Dumbfoundead,"[Intro: Satica]Stuck in this situationKept it inside for agesLet's just air it outI need air now[Verse 1: Dumbfoundead]I was tryna build an empireShe wanted me to stay insideWhile workin' nights like the vampireShe said notice me senpaiMy ride or die till I'm six feetBut we're gonna need like 5 feetYou can call this somewhat of a sick leaveBaby, I might wanna go sight seeYeah, Imma need my spaceShe gon' need some timeSomeone gets Stephen Hawking on the lineWhat's your horoscope, I'm a dollar signIt's just how it go, I apologizeI might be too blunt and like blunts I might rollI do my own stunts, might go stunt on you hoes[Verse 2: Satica]Conversations I been having with myselfProblematic, wished I could turn to someone elseClose quarters, what a borders, do they exist?Tryna distance, before it, I'll admitForced to face these issues we can't handleWasn't something we could've planned forUnprepared for whats ignitedAll my fears , yeah they are heightenedAttention is divided[Chorus: Saticia and Dumbfoundead]Can't keep it inside anymore  (can't keep it inside)Getting irrational (getting irrational)Starting a riot with you (starting a riot now)Can't keep it inside anymore (can't keep it inside)[Verse: Satica]Everything lasts foreverDon't know why we just ignored itWho we even kiddingI was going to the service , babe[Verse: Dumbfoundead]Let's keep it realOff of a pillGod take the wheel nowDrink till it spillLove what we builtI gotta go now"
103,Dumbfoundead,missing
104,Dumbfoundead,"Hangul[Bridge: Dumbfoundead]I'm a hyung, since i was youngGet your bread up i ain't playin'With you crumbsIma stunt, cause i'm a hyungI'm your hyung’s, hyung’s, hyung’sHyung’s, hyung’s, hyung, hold up[Hook: Dumbfoundead]I’m on my hyung shit, i’m on my hyung shitYou ain't a hyungPockets are young, you haven’t done shitBut fuck all that hyungShit, fuck all that hyung shitI’m your hyung’s, hyung’s, hyung’sHyung’s, hyung’s, hyung, HYUNG SHIT![Verse 1: Dumbfoundead]I’ve been a hyung, they use two handsWhen pourin’ me rum, pour upWalk in the room, make it all quietThey holding’ their tongues, hold upShow me respect, i’ll show it backThats the code of conductI could give a fuck if your bitch ass olderYour bitch call me oppaMi vida locaNo matter the age go out and rageZach de la rochaI’m wearing designer oohYou forever 21 ayyYou’ll forever be a bumNever be a hyung, yeee[Bridge: Dumbfoundead]I’m a hyung, since i was youngGet your bread up i ain't playin’With you crumbsIma stunt, cause i’m a hyungI’m your hyungs hyungs hyungsHyungs, hyungs, hyung, hold up[Hook: Dumbfoundead]I’m on my hyung shit, i’m on my hyung shitYou ain't a hyungPockets are young, you haven’t done shitBut fuck all that hyung shitFuck all that hyung shitI’m your hyungs hyungs hyungsHyungs hyungs hyung, HYUNG SHIT!"
105,Dumbfoundead,missing
106,Dumbfoundead,"[Verse 1: Dumbfoundead]Waking up to instrumentals playing, Smoke up in the ceiling fanComplicated wordplay but really I'm a simple manI like my weather good, I like my women hoodI keep it one hundred, and get misunderstoodDon't get my words twisted now, we ain't all the sameSome got a silver spoon, others have a ball and chainSome wish you all the best, some wish you all the painLife's a game and I'm trying to make the hall of fameThis society asks you to pick a sideEvery minute of your life, three hundred and sixty fiveRed or blue, big or small, yes or no, right or wrongThe difference between the two is the feeling of I belongYeah, we in the middle of all thisThe temperature's rising like the middle of AugustThey litter the airwaves, you pick up the garbageBig dreams coming out this little apartment[Hook: Dumbfoundead]All I know is keep it coolI stay calmThey ask me ""How you do that?"" ""What is this fool on?""A little bit of this, a little bit of thatIt's the whole lot of nothing that keeps me on trackAll I know is keep it coolI stay calmThey ask me ""How you do that?"" ""What is this fool on?""A little bit of this, a little bit of thatIt's the whole lot of nothing that keeps me on track"
107,Dumbfoundead,"Hangul저기요 물 좀 주세요잠깐So no baby I ain't havin' no babies, baby baby no오 땀나And if I'm cold baby, at least I let these bitches know baby다들 목말라물물물물물물다들 목말라물물물물물물목말라? 오빠 손잡아Make my way through the club like I’m Moses bruhShe stick her hands down my pocket 야 뭘 만져Don’t touch them gold diggers, 빨리 손 닦어Where my AZNs smoking while they pop a squatIn Korea looking for a decent taco spotWhere my pretty mamas, pretty mamas 만나자Why you with that 촌놈, 아 너무 아깝다어머 어머, ya boys on the come upMy whole teams eating, you struggling for 저녁Pull up pull up, stress 풀어Clean up on aisle 4, girl, I'll wet you up, (splash)잠깐So no baby I ain't havin' no babies, baby baby no오 땀나And if I'm cold baby, at least I let these bitches know baby다들 목말라물물물물물물다들 목말라물물물물물물She want a wedding dress, but I ain't 태양Had to hit her with the cross over A.I.,Tryna put her in a taxi but its 예약I won’t ever see her but I tell her 내일 봐"
108,Dumbfoundead,"[Intro: Thane Maynard]He has got inside, he has climbed through the fence, and has fallen about 3 meters into the enclosure. Debate now turning to whether or not the zoo authorities did the right thing, in ordering a gorilla to be shot, rather than tranquilizedI don't question why they felt it was a life threatening situation[Chorus: Dumbfoundead]They tryna take me out like HarambeI take a tranquilizer on a MondayWhile the real ones we lost getting listed in the backWhile the fronting motherfuckers get the front pageThe world is a zoo, you've seen the newsYou've seen them shoot at the youth (The world is a zoo)I'll see you pigs at the barbecueGod bless the red, white and blue (Harambe)[Verse 1: Dumbfoundead]Paranoia just to hit the cornerStarted getting cherry cola and a bag of chips, what a bitchNeed a neighborhood watch for the gangs and the copsI ain't talkin' bout the standards feel the burner on your neckWon't give you an attorney or a gurney to get checkedWe'll be lucky just to get to 30, die an early deathThey might give me 25 to life for murderin' my setBroke boys everywhere like the government in debtWelcome to the jungle with more guns than rosesKeep from going under now don't push me overHold my composure, four whiskey sodasI need that Irish, no luck with clovers[Hook: Dumbfoundead]They tryna take me out like HarambeI take a tranquilizer on a MondayWhile the real ones we lost getting listed in the backWhile the fronting motherfuckers get the front pageThe world is a zoo, you've seen the newsYou've seen them shoot at the youth (The world is a zoo)I'll see you pigs at the barbecueGod bless the red, white and blue (Harambe)[Verse 2: Dumbfoundead]Who the fuck the plug? Where the medicine man stay?It's only 2 o'clock and already a bad dayNeed two bad bitches delivered to man caveOne man's soul is something you can't takeCall the repo man, I'm a people manBut the world don't treat you like an equal manI don't care if you CEO or pizza manWe just want a piece of mind and own a piece of landI don't want my future daughter askin' ""Why they do him like that?"" (Why'd they do that, daddy?)The fuck I'ma say? ""Well baby, the world gone mad""Losin' all the heroes like the Marlboro manSmoked all the leaves off the olive branchHow you stop a killer when the killer in the mirror and gorillaLike someone come and get ya lil' mans Harambe"
109,Dumbfoundead,"[Intro: SATICA]When all of this overImma come on over[Verse 1: Dumbfoundead]She says that I'm a talkerAnd that I don't walk the talkI said I'm Johnny WalkerAnd I'm here to shoot my shotWhat if I threw your name into a song and made it pop?Then you will know I serious, I am to take his spotThe homies said chill, there's plenty fish to fryLike self-quarantine, and keep the feelings insideBut look at 2020, this could be the end of timesLike the Charmin off the shelf, Imma let my feelings flyOh Jon you wildin'All this crime and violenceAnd the virus piling, you still tryna slide inYou goddamn right, I'm thinking 'bout the times we hadWith the Philip hue lights, microdosing off a tabWhen all of this is over, Imma grab you by the handKiss you with your mask off and make a bunch of travel plansTil then Imma stay put, lightin' up my eighth woodLoad up on baked goodsHope you're keepin' safe love[Chorus: Satica, Both]When all of this is over, the first thing Imma doImma come on over and never leave your roomWhen all of this is overMeet me outside, baby meet me outsideWhen all of this is overMeet me outside, baby meet me outside[Verse 2: Dumbfoundead]Everything is cancelled, but I got my plans toStock up on these anthems, ain't worried bout no can foodsHard to love a Virgo, whippin' in her turboMet her I was donezo, pull up like RapunzelYou became my muse, Imma let it light my fuseI can't take it any longer, Might get nasty through the ZoomWhen all of this is over, you gon' be more than my home girlWhen the whole world could leave their home, girl"
110,Dumbfoundead,"[Intro]3 2 1...lift off![Chorus]Rocket Man drop a hundred grandRocket Man got your manRocket Man fly to JapanRocket Man he don't have a landRocket (Rocket Man)Man (Rocket Man)Rocket (Rocket Man)ManRocket Man Rocket Man Rocket ManRocketManRocket Man never out of gasRocket Man blew another bagRocket Man bitch too badRocket Man whip too fastRocket (Rocket Man)Man (Rocket Man)Rocket (Rocket Man)ManRocket Man Rocket Man Rocket ManRocketMan[Verse 1]Rocket Man rocks in my pocket manDiamonds they dripping like AquamanMy life sweet like a chocolateI do not fuck with them operativesThink I might start a monopoly, oohThink I might buy me an ivy league schoolMom couldn't buy me the popular shoesNow I can get her a proper masseuseI'm on a whole 'nother leagueMoney on level Vegeta (Super Saiyan)You are not who they believeFaking like you were Madea (I'm just saying)I'ma fuck up all the beansTrying to make peace in Korea ([?])Got me a bitch like KhaleesiFreaky like Mia KhalifaOh my God, Rocket ManSmoking like it's RotterdamNew whip, dashboard hologramOverpriced, like it's Big Baller BrandRoll the dice, this shit might get out of hand"
111,Dumbfoundead,"[Verse 1]Genghis Khan, roll with a angry mob that's firin shotsThat are Hollywood propWe smoking up pot from the guy with the locks in the medicine shopIf you wanna know about my whereabouts party at the warehouseFilming up a ratchet chick flick, ParamountFahrenheit ‘51 burnin up paper, hold shit down like a cruise ship anchorPissed off, let the pistol blowDiddy in the club let the Cristal flowSlow motherfuckers like escargotSleepin' on me must be narco-Leptic yo exes are sending me titty flix to the text like XXXIf I give you D, would you give me weed and the keys to your whip, she like “Yes Yes Yes”Woodstock everyday man I can't stopGot drugs in my Chucks and my HUF socksParty with the bitches at the bus stop, why not?Loud motherfuckers at the 24 IHOPFuck you, Fuck you, Fuck you, Fuck you, Not you, you’re coolHalf baked, and I’m looking for that Oracle bitchTryna find answers just like youJust like you, yeah I'm just like youBut I got a whip and a chick plus twoWe’re the role models that you look up toFuck high school let's get mushroomsConfucius and cow shit that's awesomeMoney stretched like DhalsimMy gang is full of bosses[Hook]HeyWhere you fromWoofI'm Genghis KhanHoHey, where you fromWoofI'm Genghis khanHoHey where you fromWoofI'm Genghis KhanHoI'm Genghis KhanI'm Genghis Khan[Verse 2]Mustache is a must-haveIf you wanna rule like a king gotta look like oneDrink like one, smoke like oneBe ready for a little bit of fistfight funKnockout punch with a roundhouse kickShoes off motherfucker, bow down bitchShitty flows go where the outhouse isChicka bow wow got your girl down for sexAlpha male, I'm rollin' up L's as big as *[Fidel's] cigarsHo*[Trip of the] scales, I'm tipping the scalesKorean Abdul Jabar, hoDon't piss me offGot a gift from GodCame up poor Les MiserablesMe and yo hood, it's different dawgYo Mr. Rogers I'm City of God24K, no switchblades, AK47 warpaint faceBetter obey, no wheat pasteGotta pick a side like the OJ caseLord of the Flies, Where the Wild Things AreStart a big brawl like the Foxhills mallStain on your shirt like BBQ sauceBlood from your jaw being cracked by Khan(Khan)You know the nameYeah motherfuckers you know the nameCan't spell Ganghis (Genghis) without the GangWe take prisoners, fuck yo chainDon't bang, I bang hoes, I'm bankroll pursuingBut roll up lil Youngin and you better know what you doin'!"
112,Dumbfoundead,"[Intro: Dumbfoundead]You took me as safeThat was your first mistakeWho said I was safe[Verse 1: Dumbfoundead]The other night I watched the OscarsAnd the roster of the only yellow men were all statuesWe a quarter of the populationThere’s a room of fuckin’ 1 percenters laughing at youFuck a bamboo ceiling, guess I gotta play the villainODB up at the Grammys on the micLike “Wu-Tang is for the children!”Bruce Jenner is a womanOJ was acquittedKim K is a heroThe sky is the limit, any minute nowThey gonna let an Asian brotha’ get a lead roleShots fired I'mma reload, never saw this side of ChinoHe was always quiet keeping to himselfNever messed with anybody elseThat's the Jonathan that we know[Hook: Dumbfoundead]Seems so safe, till one day things go crayI swear if things don’t changeMy actions can’t be blamed, (STAND UP!)And now you gotta duck!You know you never gave a fuck!I came to get my cut! (fuck you, pay me)You know I never gave a fuck![Verse 2: Dumbfoundead]I ain't never heard of none y’all foolsI can do what every one of y’all do(Pew, pew, pew, pew)If I never get a chanceYou might see the homie show up on the 5 o’ clock newsYou ain't never seen a yellow boy wild’n yellow boy shinin’ , Sound the alarm I got newsGo ahead and pro-file em’ I ain't pro-violenceShhhhh, silence is how yellow boys moveIts been the same ol’ thang, I swear the game don’t changeWhat you talking bout there ain't no spaceGuess i gotta go and make more spaceYou know I’m cool as a motherfuckerChillin’ in the cut hella quiet with the loud packSince I’m a cool motherfuckerYou think everything is safe till I ask you where the safe at!"
113,Dumbfoundead,"[Intro]Hey, baby. Just calling to see what you were doing. I just drove by your house and saw that the lights were on and assumed you were home. You're not- you wouldn't ignore my calls right? 'Cause if you are, you know I'll kill you. Just playing. Call me back, babyI love you[Verse 1]Is it even real? (tell me)If it don't kill you and leave fingerprintsYeah, she waited on my willWent through nine lives, I been deadSaw Jesus on chillMade me burn my whole RolodexNow we really tryna buildIf I don't fuck it up before the sun setI don't know where you lit upFirst swipe on TinderDo you first class, went from thirst trap to BritaFive-footer killer, I'm living in no villaGot me losing hair, man, I'm turning into KrillinAll of my homies say ""Let her go,""She got me feeling like ediblesBoth of us came from the barrioSing and dance on the Maury showShe be a freak and I'm dead in the head, fuego, yeahYou know I never regret til' the dust settles[Chorus]You kill me (you kill me)We laugh, then we cry, and you kill me (you kill me)We kiss, then we fight, yeah, you kill meI hate that I love it, you love that I hate itDon't kill me (you kill me), and I kill meYeah, I stick around'Cause you be holding me down til' I start to drownYou kill me (you kill me)Yeah, y-y-y-yeah, you kill me (you kill me)[Verse 2]I gave her keys to the whip and the deed to the cribIf I ever tried to leave, she'll put the keys to the whipCourt hearings, hoe earrings, tight jeans with the TimbsFrom the streets, snatch the weave off a bitchBut the pussy's strawberries, and the sex is barbaricKnow that she ain't all there, but she'll be the pallbearerMan, that's loyaltyWrote like fifty songs about my chickShe getting royaltiesMain muse and cause of all my stress was a ladykillerMy name rang through the town, on my Frank MillerLike 300 body count til' I got with herAlways yelling in my face, I need a pop filterShe got melodies for daysMy Norma Jean from Normandie AvenueAbnormal with a Norman Bates attitudeIf in the future, something happened and I died for youIt'd be you up on the evening news 'cause"
114,Dumbfoundead,missing
115,Dumbfoundead,"[Verse 1: Dumbfoundead]I'm tryna fuck before the bomb dropsGet to you before they build that wallParty on to my heart stopsBefore all of that cholesterolThey copping pistols, apocalyptoBut I just want you to take that offIf they pull us over they can't hold usWe'll fuck in front of that racist copThe world gone to shitWe just trying to get lit24k handcuffs they arrest me Imma go flexTake you back to my death bedTreat every day like my lastI promise you Imma go slowBut my father told me live fastCause we might[Hook: Dumbfoundead]I don't wanna die aloneIf I don't get to see you girl then we mightFuck like five times in a rowBaby have you seen the worldCause we might dieIt's the end of the world as we know it (We might die)I just wanna get you naked see you throw it (We might)Fuck all that money that I made (We might)What's all that hard work without payWe might die[Verse 2: Dumbfoundead]The pussy the death of meThe pussy the life of meEbony, ivoryNo type of weaponryCould ever be rivaledNuclear missiles to riflesSwear I'm a son of a gunWent to the United NationsAmerica we love our gunsImagine a world like John LennonBe my Yoko Ono during armaggedonWhere will I be in my last daysHopefully Imma be all up in itSmoky red skies baby let's rideTo the next life (Skrrt!)Baby won't you light my fireLet's watch the westside burnWe might..."
116,Dumbfoundead,"[Verse 1]Mamma had a dream, but she gave it up for meAnd my sister raising kids, man that ain't a cup of teaNow she ain't have no cheese, but took us to Chuck E. CheeseSomewhat of a G, living life so sucka freeTold her what I want to be, she was cooler than the breezeSupportive as a beam, cause I knew she had believedIf it were up to me, she'd be treated like the queenA life of luxury, filled with shiny pretty thingsNow I was only three when she brought me to the StatesMy sister only one, crossing borders wasn't safeWhat she did was very brave, I think about it everydayFrom Argentina to Mexico, and finally LAYes, she made it really far, someone give her an applauseGot herself a job, an apartment and a carBut the struggle isn't over so I keep doing my partsStraight spittin' out them bars that'll get us to the stars[Hook]Tell me momma, are we there yet?Yeah, tell me momma, are we there yet?Tell me momma, are we there yet?Tell me momma, are we there yet?[Verse 2]Shorty was a ten, she was chillin' with her friendsI was trying to be smooth, but I couldn't pretendSo I walked up with a brew, table, napkin, and a penTold her we should do something, call me when you canMan, after two dates, I got her back in my placeShe made the bed shake and my heart beat raceYeah, we were moving fast but either one of us caredSeducin' me with that ass ware, really wasn't fairIs this just good sex or is it something that's rareFeelings do intersect, when you choke and pull hairAre we two single people, or have we become a pairAnd to tell you the truth girl, I ain't ready for that dareBut I saw it in her eyes, she was falling in deepI barely know you and you barely know meThese are common road rules, we should take it slowlySo before you use words like ""love"", just let me speak[Hook]Tell me baby, are we there yet?Tell me baby, are we there yet?Yeah, tell me baby, are we there yet?Tell me baby, are we there yet?"
